domain,name,portrait_url,affiliation,id,label,gender,citations,h-index,co_author
humanity,  ,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Vm6FM-0AAAAJ&citpid=2,,Vm6FM-0AAAAJ,['Literature'],male,168,5,
humanity,David Dowell,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Oazg7J8AAAAJ&citpid=2,Lecturer in university of St. Andrews,Oazg7J8AAAAJ,"['B2B', 'non-profit', 'arts', 'small business', 'trust']",male,168,8,
humanity,Douglas Reichert Powell,https://scholar.google.co.uk/citations?view_op=medium_photo&user=0-fiaS0AAAAJ&citpid=2,"Associate Professor of English, Columbia College Chicago",0-fiaS0AAAAJ,"['Regionalism', 'literature', 'film', 'pop culture', 'landscape']",male,167,3,
humanity,Lisa Terreni,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ecw6ULsAAAAJ&citpid=2,Senior Lecturer Victoria University of Wellington,ecw6ULsAAAAJ,"['early childhood education', 'arts', 'multi-literacy', 'ICT']",female,164,9,
humanity,Timothy Pawl,https://scholar.google.co.uk/citations?view_op=medium_photo&user=4okHuv0AAAAJ&citpid=2,"Associate Professor of Philosophy, University of St. Thomas",4okHuv0AAAAJ,"['philosophy', 'theology', 'metaphysics', 'aquinas', 'philosophy of religion']",male,160,27,
humanity,Pekka Krkkinen,https://scholar.google.co.uk/citations?view_op=medium_photo&user=yf6FiJgAAAAJ&citpid=2,University of Helsinki,yf6FiJgAAAAJ,"['theology', 'philosophy', 'Middle Ages', 'Reformation', 'Renaissance']",male,158,5,
humanity,Jordan J. Ballor,https://scholar.google.co.uk/citations?view_op=medium_photo&user=N_9gad4AAAAJ&citpid=2,"Senior Research Fellow, Acton Institute",N_9gad4AAAAJ,"['Theology', 'Economics', 'Ethics', 'History']",male,155,7,
humanity,Johann-Albrecht Meylahn,https://scholar.google.co.uk/citations?view_op=medium_photo&user=SCxgirYAAAAJ&citpid=2,University of Pretoria,SCxgirYAAAAJ,"['Philosophy', 'Philosophy of Religion', 'Theology', 'Practical Theology']",male,154,6,
humanity,pietro zennaro,https://scholar.google.co.uk/citations?view_op=medium_photo&user=WWzedPcAAAAJ&citpid=2,"Ass. Professor, Universit Iuav di Venezia",WWzedPcAAAAJ,"['Arts', 'Architecture', 'Colour', 'Light', 'Aesthetic']",male,153,4,
humanity,Alexandre Mazel,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Bya02y0AAAAJ&citpid=3,Aldebaran Robotics / SoftBank Robotics,Bya02y0AAAAJ,"['Robotics', 'Video Games', 'Arts.']",male,152,5,
humanity,Humphrey A. Bea,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cciGQ_UAAAAJ&citpid=1,University of the Cordilleras,cciGQ_UAAAAJ,"['Tourism', 'Student Politics', 'Leadership', 'Arts', 'Activism']",male,152,4,
humanity,Craig Hovey,https://scholar.google.co.uk/citations?view_op=medium_photo&user=kpENnu8AAAAJ&citpid=2,"Associate professor of religion, Ashland University",kpENnu8AAAAJ,"['Theology', 'Christian Ethics']",male,146,7,
humanity,Tatiana Chemi,https://scholar.google.co.uk/citations?view_op=medium_photo&user=YTtTlTYAAAAJ&citpid=2,Aalborg University,YTtTlTYAAAAJ,"['arts', 'learning', 'creativity', 'theatre', 'emotions']",female,145,19,
humanity,Andrzej Wiercinski,https://scholar.google.co.uk/citations?view_op=medium_photo&user=KMXARPEAAAAJ&citpid=2,"Professor of General Education and Philosophy of Education, University of Warsaw",KMXARPEAAAAJ,"['philosophy', 'education', 'theology', 'literature']",male,144,8,
humanity,Srdjan Sremac,https://scholar.google.co.uk/citations?view_op=medium_photo&user=QcEZJ3EAAAAJ&citpid=2,Lecturer Vrije Universiteit Amsterdam,QcEZJ3EAAAAJ,"['Religious Studies', 'Theology', 'Sociology of Religion', 'Psychology of Religion']",male,143,6,
humanity,Dr Adrian Streete,https://scholar.google.co.uk/citations?view_op=medium_photo&user=OgKULw0AAAAJ&citpid=1,"Department of English, University of Glasgow",OgKULw0AAAAJ,"['Early Modern English Literary History', 'Theology', 'Philosophy']",male,142,7,
humanity,Sehrish Khan,https://scholar.google.co.uk/citations?view_op=medium_photo&user=r0oRVLYAAAAJ&citpid=2,Student of Computer Science,r0oRVLYAAAAJ,"['IT', 'Web Development', 'Arts', 'Games']",female,142,7,
humanity,Matheus Beny Mite,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cFMZPiAAAAAJ&citpid=2,Dosen Universitas Katolik Indonesia Atma Jaya,cFMZPiAAAAAJ,"['Theology', 'Religious Education', 'Education', 'Management of Education']",male,138,6,
humanity,Wilhelm Danca,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZtJJDNgAAAAJ&citpid=1,"Professor, University of Bucharest",ZtJJDNgAAAAJ,"['Philosophy', 'Theology', 'Religion']",male,137,7,
humanity,Hamid Rajaei,https://scholar.google.co.uk/citations?view_op=medium_photo&user=h8QlEmQAAAAJ&citpid=2,"Professor of Ontology, Theology, Epistemology, Futures Studies, Theory of sociology",h8QlEmQAAAAJ,"['Theology', 'Epistemology', 'Futures Studies']",male,136,19,
humanity,Koula Charitonos,https://scholar.google.co.uk/citations?view_op=medium_photo&user=iiXi7dYAAAAJ&citpid=2,"Lecturer, Institute of Educational Technology, Open University UK",iiXi7dYAAAAJ,"['learning', 'museums', 'arts', 'mobile learning', 'social web']",female,136,3,
humanity,Charles Sherlock,https://scholar.google.co.uk/citations?view_op=medium_photo&user=InckKZwAAAAJ&citpid=2,"Honorary Research Fellow, University of Divinity",InckKZwAAAAJ,"['Theology', 'Liturgy', 'Ecumenics']",male,136,5,
humanity,Ketut Donder,https://scholar.google.co.uk/citations?view_op=medium_photo&user=QR7eG44AAAAJ&citpid=1,Institut Hindu Dharma Negeri Denpasar,QR7eG44AAAAJ,"['Indology', 'Theology', 'Philosophy and Eastern Cultures']",male,134,8,
humanity,Olena O. Karpenko,https://scholar.google.co.uk/citations?view_op=medium_photo&user=yKBECW8AAAAJ&citpid=1,"Associate Professor, PhD, ",yKBECW8AAAAJ,"['Education', 'Humanities', 'Arts' 'Library&Information Science',  'Psychology']",female,129,4,
humanity,Megan Carpenter,https://scholar.google.co.uk/citations?view_op=medium_photo&user=T_SiGdwAAAAJ&citpid=2,Texas A&M University School of Law,T_SiGdwAAAAJ,"['Intellectual Property', 'Copyright', 'Trademark', 'Entrepreneurship', 'Arts']",female,128,6,
humanity,Stephen M. Vantassel,https://scholar.google.co.uk/citations?view_op=medium_photo&user=OrxRAZYAAAAJ&citpid=2,King's Evangelical Divinity School,OrxRAZYAAAAJ,"['human-wildlife relations', 'environment', 'theology', 'war']",male,126,6,
humanity,Alison L. Neilson,https://scholar.google.co.uk/citations?view_op=medium_photo&user=7TPh_nAAAAAJ&citpid=2,"Centre for Social Studies, University of Coimbra",7TPh_nAAAAAJ,"['environmental education', 'sustainability', 'justice', 'arts', 'fisheries']",female,119,6,
humanity,Mariyan Stoyadinov,https://scholar.google.co.uk/citations?view_op=medium_photo&user=zi1wsmYAAAAJ&citpid=1,Associate Professor of Dogmatics at Veliko Tarnovo University,zi1wsmYAAAAJ,"['theology', 'iconology']",male,119,7,
humanity,Raphael Celis,https://scholar.google.co.uk/citations?view_op=medium_photo&user=lp7-3tQAAAAJ&citpid=2,"Professeur de philosophie, Universit de Lausanne",lp7-3tQAAAAJ,"['arts', 'littrature', 'politique', 'anthropologie', 'thique mdicale']",male,117,38,
humanity,Robert Setio,https://scholar.google.co.uk/citations?view_op=medium_photo&user=zHuEcK4AAAAJ&citpid=3,"Associate Professor of Biblical Studies, Duta Wacana Christian University, Yogyakarta",zHuEcK4AAAAJ,"['Biblical Studies', 'Hermeneutics', 'Theology', 'Sociology of Religions', 'Postmodern Theories']",male,117,3,
humanity,Steven McMullen,https://scholar.google.co.uk/citations?view_op=medium_photo&user=FyVxYFoAAAAJ&citpid=3,"Associate Professor of Economics, Hope College",FyVxYFoAAAAJ,"['Education Policy', 'Labor Economics', 'Ethics', 'Theology']",male,116,12,
humanity,Mohd Safri Ali,https://scholar.google.co.uk/citations?view_op=medium_photo&user=y4k0zJcAAAAJ&citpid=4,Doctorate in Islamic Theology,y4k0zJcAAAAJ,"['Islam', 'Theology', 'Philosophy', 'Comparative Religion']",male,114,5,
humanity,Alain Epp Weaver,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Z4sShtEAAAAJ&citpid=2,Mennonite Central Committee,Z4sShtEAAAAJ,"['Theology', 'Palestinian Nationalism', 'Zionism', 'Anabaptism', 'Humanitarianism']",male,113,6,
humanity,Marco Antonio Correa Varella,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Lj2FLV4AAAAJ&citpid=3,"Dep. Experimental Psychology, University de So Paulo",Lj2FLV4AAAAJ,"['Evolutionary Psychology', 'Arts', 'Music', 'Aesthetics', 'Sexual Selection']",male,112,6,
humanity,HAG Houghton,https://scholar.google.co.uk/citations?view_op=medium_photo&user=vpCYYNYAAAAJ&citpid=1,"University of Birmingham, UK",vpCYYNYAAAAJ,"['new testament', 'theology', 'manuscripts']",male,108,5,
humanity,Patrick Tresset,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Bw-9EL4AAAAJ&citpid=2,"Visiting Research Fellow, Goldsmiths, University of London",Bw-9EL4AAAAJ,"['Robotics', 'Graphics', 'Arts', 'Artificial intelligence', 'Computer Vision']",male,108,5,
humanity,Stphane Lojkine,https://scholar.google.co.uk/citations?view_op=medium_photo&user=T8WkPlAAAAAJ&citpid=1,"Professeur de littrature franaise, universit d'Aix-Marseille",T8WkPlAAAAAJ,"['literature', 'arts', 'theorie literaire', 'humanities']",male,107,5,
humanity,Mark SM Scott,https://scholar.google.co.uk/citations?view_op=medium_photo&user=GdExCq4AAAAJ&citpid=3,Thorneloe University,GdExCq4AAAAJ,"['Early Christianity', 'Philosophy of Religion', 'Religion and Literature', 'Theology']",male,98,7,
humanity,Joseph N. Goh,https://scholar.google.co.uk/citations?view_op=medium_photo&user=i8Hd4hMAAAAJ&citpid=8,"PhD in Arts (Gender, Sexuality and Theology)",i8Hd4hMAAAAJ,"['Queer', 'LGBTIQ', 'Theology', 'Gender', 'Sexuality']",male,98,6,
humanity,Joo Manuel Duque,https://scholar.google.co.uk/citations?view_op=medium_photo&user=NsV7gSMAAAAJ&citpid=3,UCP - Universidade Catlica Portuguesa - Faculdade de Teologia - CITER (Centro de,NsV7gSMAAAAJ,"['Religion', 'Theology', 'Philosophy']",male,97,6,
humanity,Elizabeth Burns Gamard,https://scholar.google.co.uk/citations?view_op=medium_photo&user=prYOF8MAAAAJ&citpid=2,"Emerita Professor of Architecture, Tulane University",prYOF8MAAAAJ,"['Art History', 'Architectural History', 'Medieval Studies', 'Modern Art', 'Theology']",female,95,3,
humanity,Ahmad Amir Aziz,https://scholar.google.co.uk/citations?view_op=medium_photo&user=k6o12YcAAAAJ&citpid=2,UIN Mataram,k6o12YcAAAAJ,"['Theology', 'Spirituality', 'Religion']",male,88,4,
humanity,Gabriella Bedetti,https://scholar.google.co.uk/citations?view_op=medium_photo&user=4GSs9VoAAAAJ&citpid=1,"Associate Professor of English and Theatre, Eastern Kentucky University",4GSs9VoAAAAJ,"['Arts', 'Humanities', 'Culture']",female,87,5,
humanity,Erna Oliver,https://scholar.google.co.uk/citations?view_op=medium_photo&user=zkCY4nkAAAAJ&citpid=2,University of South Africa,zkCY4nkAAAAJ,"['Theology', 'Open Distance Learning']",female,87,5,
humanity,Michael J. Sleasman,https://scholar.google.co.uk/citations?view_op=medium_photo&user=8xgoXocAAAAJ&citpid=2,"Managing Director & Research Scholar, The Center for Bioethics & Human Dignity",8xgoXocAAAAJ,"['Theology', 'Bioethics', 'Christian Ethics', 'Virtue Ethics', 'Emerging Technology']",male,86,1,
humanity,Subburaj Kadarkaraisamy,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cJgCXCIAAAAJ&citpid=2,"Senior Research Fellow, Institute of Genomics and Integrative Biology",cJgCXCIAAAAJ,"['Developmental Biology', 'Functional Genomics', 'Theology']",male,86,5,
humanity,Janette Kelly-Ware,https://scholar.google.co.uk/citations?view_op=medium_photo&user=uQ7llzEAAAAJ&citpid=2,"Lecturer, The University of Waikato",uQ7llzEAAAAJ,"['gender/sex/sexualities', 'arts', 'sustainability', 'working theories', 'ECE']",female,85,5,
humanity,Guillermo Kerber,https://scholar.google.co.uk/citations?view_op=medium_photo&user=alTWFL0AAAAJ&citpid=1,"Enseignant, Atelier Oecumnique de Thologie, Genve",alTWFL0AAAAJ,"['Theology', 'Ecology', 'Philosophy', 'Sciences of Religion']",male,84,5,
humanity,Jeane C. Peracullo,https://scholar.google.co.uk/citations?view_op=medium_photo&user=DAo__xcAAAAJ&citpid=7,Associate Professor  De La Salle University,DAo__xcAAAAJ,"['feminism', 'gender studies', 'environment', 'religion', 'theology']",female,82,3,
humanity,OSCAR  ORTEGA LOBO,https://scholar.google.co.uk/citations?view_op=medium_photo&user=0_cdbi4AAAAJ&citpid=1,"Assistant Professor, Universidad de Antioquia",0_cdbi4AAAAJ,"['machine learning', 'evolutionary computing', 'multiagent systems', 'engineering', 'arts']",male,81,4,
humanity,"Robert Janusz, SJ, Ph.D.",https://scholar.google.co.uk/citations?view_op=medium_photo&user=EEz-A6gAAAAJ&citpid=3,Akademia Ignatianum w Krakowie [Jesuit University Ignatianum in Krakow]; Vatican,EEz-A6gAAAAJ,"['Philosophy', 'Theology', 'Physics', 'Astronomy', 'Informatics']",male,79,6,
humanity,Eija Hanhimki,https://scholar.google.co.uk/citations?view_op=medium_photo&user=5WSDcF4AAAAJ&citpid=1,"Th.D., project researcher",5WSDcF4AAAAJ,"['education', 'theology', 'guidance and counselling']",female,79,3,
humanity,Vinyet Panyella,https://scholar.google.co.uk/citations?view_op=medium_photo&user=CFVq3fwAAAAJ&citpid=3,Societat Catalana de Llengua i Literatura (IEC),CFVq3fwAAAAJ,"['arts', 'literatura', 'historia cultural', 'modernisme', 'noucentisme']",female,79,5,
humanity,paul glinkowski,https://scholar.google.co.uk/citations?view_op=medium_photo&user=SgYs-pgAAAAJ&citpid=3,Arts Council England,SgYs-pgAAAAJ,"['arts', 'culture', 'artists', 'music', 'philanthropy']",male,79,5,
humanity,Fabrice Raffin,https://scholar.google.co.uk/citations?view_op=medium_photo&user=L0fqhnsAAAAJ&citpid=1,"University de Picardie, SEA Europe",L0fqhnsAAAAJ,"['Sociologie', 'cultures', 'arts', 'territoires']",male,78,5,
humanity,retief muller,https://scholar.google.co.uk/citations?view_op=medium_photo&user=w1IK-B0AAAAJ&citpid=2,Stellenbosch University,w1IK-B0AAAAJ,"['Religion', 'Theology', 'African History']",male,78,3,
humanity,Pawe? M?kosa,https://scholar.google.co.uk/citations?view_op=medium_photo&user=XURjmtYAAAAJ&citpid=1,"profesor nadzwyczajny, Katolicki Uniwersytet Lubelski Jana Pawa II",XURjmtYAAAAJ,"['teologia', 'katechetyka', 'katecheza', 'theology', 'religious education']",male,74,3,
humanity,Antonio Russo,https://scholar.google.co.uk/citations?view_op=medium_photo&user=pDf0BvUAAAAJ&citpid=2,"Full Professor of Moral Philosophy, University of Trieste",pDf0BvUAAAAJ,"['Philosophy', 'Theology', 'Religion', 'History of Philosophy', 'Protestantism']",male,73,50,
humanity,Monique Martinez Thomas,https://scholar.google.co.uk/citations?view_op=medium_photo&user=EJizX54AAAAJ&citpid=1,"Enseignant chercheur, Universit de Toulouse Jean Jaurs",EJizX54AAAAJ,"['Thtre', 'Arts', 'Innovation', 'Recherche en cration']",female,72,4,
humanity,Fazel Ebrihiam Freeks,https://scholar.google.co.uk/citations?view_op=medium_photo&user=W7OXExoAAAAJ&citpid=5,"Senior Lecturer and Coordinator Community Engagement in the Faculty of Theology, North",W7OXExoAAAAJ," ['Theology', 'Missiology', 'Families', 'Youth',  'Fatherhood']",male,70,6,
humanity,Ahmad Sahidah,https://scholar.google.co.uk/citations?view_op=medium_photo&user=92wG4jUAAAAJ&citpid=3,Northern University of Malaysia,92wG4jUAAAAJ,"['Philosophy', 'Ethics', 'Islamic Studies', 'Mysticism', 'Theology']",male,70,3,
humanity,Michael P DeJonge,https://scholar.google.co.uk/citations?view_op=medium_photo&user=aYlGCO4AAAAJ&citpid=2,"Religious Studies, University of South Florida",aYlGCO4AAAAJ,"['Bonhoeffer', 'Luther', 'theology', 'Barth', 'religious studies']",male,70,4,
humanity,Etim E Okon,https://scholar.google.co.uk/citations?view_op=medium_photo&user=b3XhutwAAAAJ&citpid=1,"Associate Professor, Department of Religious and Cultural Studies, University of Calabar",b3XhutwAAAAJ,"['Philosophy of Religion', 'Theology', 'Ethics', 'Cultural Studies', 'Ecclesiastical History']",male,69,5,
humanity,Neely A. Williams,https://scholar.google.co.uk/citations?view_op=medium_photo&user=a2nnsZ8AAAAJ&citpid=2,Argosy University Nashville,a2nnsZ8AAAAJ,"['Pastoral Community Counseling', 'Social Justice', 'Health Disparities', 'Community Participatory Research', 'Theology']",female,66,4,
humanity,Chris Haw,https://scholar.google.co.uk/citations?view_op=medium_photo&user=vGuAhGMAAAAJ&citpid=2,University of Notre Dame,vGuAhGMAAAAJ,['Theology'],male,65,2,
humanity,Vincent van Altena,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Zf1e27gAAAAJ&citpid=2,"PhD Researcher, Delft University of Tecnology",Zf1e27gAAAAJ,"['Automatic Generalisation', 'Geographical Information Systems', 'Theology', 'New Testament Exegesis', 'Hermeneutics']",male,65,3,
humanity,Korinna Zamfir,https://scholar.google.co.uk/citations?view_op=medium_photo&user=UPYbbnMAAAAJ&citpid=2,"Babe-Bolyai University, Faculty of Roman Catholic Theology",UPYbbnMAAAAJ,"['Theology', 'Religion']",female,65,4,
humanity,Mohd Aderi Che Noh,https://scholar.google.co.uk/citations?view_op=medium_photo&user=BqjLOpMAAAAJ&citpid=4,"Associate Professor of Islamic Education, Universiti Kebangsaan Malaysia",BqjLOpMAAAAJ,"['Theology', 'Master in Islamic Education', 'Theology']",male,64,6,
humanity,Mirian Tavares,https://scholar.google.co.uk/citations?view_op=medium_photo&user=MqRKBn0AAAAJ&citpid=1,"Professor of Visual Arts and Cinema, University of Algarve",MqRKBn0AAAAJ,"['Arts', 'C inema', 'Aesthetichs']",female,63,5,
humanity,Matt Gullett,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cON36HsAAAAJ&citpid=2,"Librarian, Psychotherapist, Learning Technologist",cON36HsAAAAJ,"['Psychology', 'Psychotherapy', 'Theology', 'Instructional Technology', 'Learning Ecologies']",male,57,3,
humanity,ADRRI JOURNALS,https://scholar.google.co.uk/citations?view_op=medium_photo&user=qN3z_BoAAAAJ&citpid=2,Africa Development and Resources Research Institute,qN3z_BoAAAAJ,"['Social Sciences', 'Humanities', 'Arts', 'Natural Sciences', 'Technical and Vocational']",no face or blurred,55,3,
humanity,HJ Brits,https://scholar.google.co.uk/citations?view_op=medium_photo&user=tGU96RcAAAAJ&citpid=3,"Director Quality Promotion Unit, Vaal University of Technology",tGU96RcAAAAJ,"['Quality management', 'quality assurance', 'theology', 'case study', 'integration']",male,53,25,
humanity,HJM Schoot,https://scholar.google.co.uk/citations?view_op=medium_photo&user=lOa2uyoAAAAJ&citpid=1,"Professor of Theology, Tilburg University",lOa2uyoAAAAJ,"['Theology', 'Thomas Aquinas']",male,53,3,
humanity,"Joshua Niforatos, MTS",https://scholar.google.co.uk/citations?view_op=medium_photo&user=0Zs07dsAAAAJ&citpid=2,"Medical Student (Year 4), Cleveland Clinic Lerner College of Medicine",0Zs07dsAAAAJ,"['Emergency Medicine', 'Medical Anthropology', 'Preventive Medicine', 'Theology', 'Medical Humanities']",male,52,4,
humanity,Konstantinos Giakoumis,https://scholar.google.co.uk/citations?view_op=medium_photo&user=YyNpgOYAAAAJ&citpid=2,European University of Tirana,YyNpgOYAAAAJ,"['Cultural', 'Arts', 'Political', 'Social and Economic History of the Balkans']",male,51,4,
humanity,Ronald C. Marks,https://scholar.google.co.uk/citations?view_op=medium_photo&user=71YhdsYAAAAJ&citpid=5,North Greenville University,71YhdsYAAAAJ,"['Chemistry', 'Organic Synthesis', 'Theology']",male,50,4,
humanity,Nancy Enright,https://scholar.google.co.uk/citations?view_op=medium_photo&user=c6SInTEAAAAJ&citpid=2,Seton Hall University,c6SInTEAAAAJ,"['theology', 'literature', 'Christianity', 'Tolkien', 'Dante']",female,50,3,
humanity,Meins GS Coetsier,https://scholar.google.co.uk/citations?view_op=medium_photo&user=WWA21Z4AAAAJ&citpid=4,"BA, MA, Dr. Phil. Dr. Cult.",WWA21Z4AAAAJ,"['Philosophy', 'Theology', 'Culture Studies']",male,48,3,
humanity,Mariana Baruco Machado Andraus,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sjNRozgAAAAJ&citpid=2,Universidade Estadual de Campinas,sjNRozgAAAAJ,"['Arts', 'Performing Arts', 'Dance', 'Improvisation', 'Martial Arts']",female,47,4,
humanity,Hashem Ayad,https://scholar.google.co.uk/citations?view_op=medium_photo&user=W-5dN2EAAAAJ&citpid=2,Professor of Plastic & Reconstructive Surgery,W-5dN2EAAAAJ,"['Esthetic surgery', 'arts', 'biology']",male,44,3,
humanity,  ,https://scholar.google.co.uk/citations?view_op=medium_photo&user=TR_v5xEAAAAJ&citpid=2,"PhD, Professor of sociology, Zabaikalsky State University",TR_v5xEAAAAJ,"['Culture', 'Arts', 'Social philosophy']",female,43,3,
humanity,Helena Lopes,https://scholar.google.co.uk/citations?view_op=medium_photo&user=C25evJ4AAAAJ&citpid=1,"Professora da Escola de Msica, Universidade Federal de Minas Gerais",C25evJ4AAAAJ,"['Music Education', 'Arts']",female,42,31,
humanity,Jason David Luger,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Z2gnKEkAAAAJ&citpid=2,The University of California at Berkeley,Z2gnKEkAAAAJ,"['Comparative Urbanism', 'Urban Policy', 'Singapore', 'Activism', 'Arts']",male,41,3,
humanity,Elodie Jarrier,https://scholar.google.co.uk/citations?view_op=medium_photo&user=AasyjvgAAAAJ&citpid=3,"Matre de confrences en marketing, Universit d'Angers",AasyjvgAAAAJ,"['marketing', 'arts', 'culture', 'exprience', 'numrique']",female,39,2,
humanity,Kevin Mwenda,https://scholar.google.co.uk/citations?view_op=medium_photo&user=fUzxsTgAAAAJ&citpid=2,"Tutor of Environmental Science, Project Writers",fUzxsTgAAAAJ,"['Arts', 'History', 'Environmental Science', 'Health', 'Biology']",male,36,4,
humanity,Shanlax,https://scholar.google.co.uk/citations?view_op=medium_photo&user=8O8BbzcAAAAJ&citpid=2,Shanlax International Journals,8O8BbzcAAAAJ,"['Veterinary Science', 'Commerce', 'Economics', 'Arts', 'Science and Humanities']",no face or blurred,32,4,
humanity,Mara Isabel Moreno Montoro,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Hzrfjt4AAAAJ&citpid=3,Professor of Art Education,Hzrfjt4AAAAJ,"['Art research', 'art education', 'arts', 'creation', 'comunication']",female,26,2,
humanity,Olena Fedorchuk,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Nirs3c0AAAAJ&citpid=3,,Nirs3c0AAAAJ,"['Arts', 'Ethnic Art', 'glass-beaded decoration of Ukrainian']",female,23,2,
humanity,Lifei Yang,https://scholar.google.co.uk/citations?view_op=medium_photo&user=xeiksgoAAAAJ&citpid=1,Ph.D.,xeiksgoAAAAJ,"['Geology', 'Photography', 'Arts', 'Sports']",male,22,3,
humanity,alex schlenker,https://scholar.google.co.uk/citations?view_op=medium_photo&user=MDJ8uAIAAAAJ&citpid=1,"Profesor of arts, film, Cultural Studies, Visual Studies.",MDJ8uAIAAAAJ,"['Arts', 'film', 'Cultural Studies', 'Visual Studies.']",male,21,2,
humanity,vasil s. tole,https://scholar.google.co.uk/citations?view_op=medium_photo&user=jtSkQIMAAAAJ&citpid=2,"Academy of Sciences, Tirana, ALBANIA",jtSkQIMAAAAJ,"['music', 'ethnomusicology', 'arts', 'cultural heritage']",male,18,3,
humanity,dhananjay singh bisht,https://scholar.google.co.uk/citations?view_op=medium_photo&user=5DaloL8AAAAJ&citpid=1,"Professor, Industrial Design, NIT Rourkela",5DaloL8AAAAJ,"['Design', 'Architecture', 'Arts', 'Crafts']",male,17,1,
humanity,Evgenia Theodotou,https://scholar.google.co.uk/citations?view_op=medium_photo&user=8xX-ziwAAAAJ&citpid=2,"Senior Lecturer in Early Childhood Studies, University of East London",8xX-ziwAAAAJ,"['Early years education', 'Literacy', 'Arts', 'Creativity', 'New technologies']",female,16,3,
humanity,David Lombard Harrison,https://scholar.google.co.uk/citations?view_op=medium_photo&user=oA9D3UYAAAAJ&citpid=1,University of North Carolina,oA9D3UYAAAAJ,"['arts', 'performing arts', 'law', 'intellectual property', 'creative industries']",male,16,3,
humanity,Bedirhan Gltepe,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZznwI-cAAAAJ&citpid=4,Abant Izzet Baysal University,ZznwI-cAAAAJ,"['Creativity', 'Emotion', 'Arts']",male,16,2,
humanity,Dumitru A. Vanca,https://scholar.google.co.uk/citations?view_op=medium_photo&user=eoW7UMwAAAAJ&citpid=2,"Associated professor, Theology, ""1 Decembrie 1918"", Alba Iulia",eoW7UMwAAAAJ,"['Theology', 'Liturgy', 'History', 'Arts', 'Sociology']",male,15,2,
humanity,Ivan Nebesnyk ( ),https://scholar.google.co.uk/citations?view_op=medium_photo&user=asUEdh4AAAAJ&citpid=1,"Transcarpathian Academy of Arts, Rector, Professor",asUEdh4AAAAJ,"['Cullturology', 'Arts']",male,15,2,
humanity,Anthoula Maidou,https://scholar.google.co.uk/citations?view_op=medium_photo&user=YTLZ_KoAAAAJ&citpid=2,University of Ioannina,YTLZ_KoAAAAJ,"['Education', 'Technology', 'Sciences', 'Arts']",female,14,2,
humanity,Perry Gao,https://scholar.google.co.uk/citations?view_op=medium_photo&user=VhsSPFoAAAAJ&citpid=3,"Scholar, Harvard University",VhsSPFoAAAAJ,"['Education', 'Technology', 'Arts']",male,13,6,
humanity,Syed Nadeem Abbas Haider,https://scholar.google.co.uk/citations?view_op=medium_photo&user=eG6nEJEAAAAJ&citpid=2,Founder Dream Foundation and Research Center,eG6nEJEAAAAJ,"['Emotional Intelligence', 'Psychology', 'HRM', 'Arts', 'Music']",male,12,2,
humanity,Rahma M,https://scholar.google.co.uk/citations?view_op=medium_photo&user=82QvUJkAAAAJ&citpid=1,Universitas Negeri Makassar,82QvUJkAAAAJ,"['Dance', 'Arts', 'Education']",female,11,1,
humanity,Mariane Cara,https://scholar.google.co.uk/citations?view_op=medium_photo&user=h4tkexUAAAAJ&citpid=1,"Independent Researcher, PhD.",h4tkexUAAAAJ,"['Semiotics', 'Cultural Analysis', 'Anthropology', 'Photography', 'Arts']",female,10,1,
humanity,Edria Sandika,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Gman9F4AAAAJ&citpid=2,Andalas University,Gman9F4AAAAJ,"['Literary Studies', 'Cultural Studies', 'Pop Culture', 'Arts', 'English']",male,9,1,
humanity,Leonardo Borne,https://scholar.google.co.uk/citations?view_op=medium_photo&user=VvKol9QAAAAJ&citpid=1,"Professor de Educao Musical, Universidade Federal do Cear",VvKol9QAAAAJ,"['Music', 'Music Education', 'Assessment', 'Arts']",male,7,2,
humanity,HSB Haluan Sastra Budaya,https://scholar.google.co.uk/citations?view_op=medium_photo&user=3N8RDCcAAAAJ&citpid=1,Universitas Sebelas Maret,3N8RDCcAAAAJ,"['Sastra', 'Culture', 'Literature', 'Linguistics', 'Arts']",no face or blurred,7,2,
humanity,Tajul Shuhaizam Said,https://scholar.google.co.uk/citations?view_op=medium_photo&user=7b9H3nQAAAAJ&citpid=2,"Sultan Idris Education University , UPSI",7b9H3nQAAAAJ,"['Arts', 'Education', 'Ceramics', 'Culture']",male,7,1,
